study_accession	sample_accession	secondary_sample_accession	sample_alias	experiment_accession	run_accession	scientific_name	instrument_model	library_layout	library_source	library_selection	read_count	base_count	experiment_title	fastq_ftp
PRJEB634	SAMEA1712486	ERS188394	33513-sc-2012-11-09T12:23:59Z-1500330	ERX209808	ERR235303	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1032710	206542000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235303/ERR235303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235303/ERR235303_2.fastq.gz
PRJEB634	SAMEA1712474	ERS188395	33523-sc-2012-11-09T12:24:00Z-1500331	ERX209809	ERR235304	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1306239	261247800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235304/ERR235304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235304/ERR235304_2.fastq.gz
PRJEB634	SAMEA1712460	ERS188396	33623-sc-2012-11-09T12:24:01Z-1500332	ERX209810	ERR235305	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	976755	195351000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235305/ERR235305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235305/ERR235305_2.fastq.gz
PRJEB634	SAMEA1712448	ERS188397	33653-sc-2012-11-09T12:24:02Z-1500333	ERX209811	ERR235306	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1560894	312178800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235306/ERR235306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235306/ERR235306_2.fastq.gz
PRJEB634	SAMEA1712417	ERS188398	33663-sc-2012-11-09T12:24:03Z-1500334	ERX209812	ERR235307	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	972776	194555200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235307/ERR235307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235307/ERR235307_2.fastq.gz
PRJEB634	SAMEA1712414	ERS188399	33673-sc-2012-11-09T12:24:04Z-1500335	ERX209813	ERR235308	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	679140	135828000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235308/ERR235308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235308/ERR235308_2.fastq.gz
PRJEB634	SAMEA1712404	ERS188400	33683-sc-2012-11-09T12:24:05Z-1500336	ERX209814	ERR235309	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	10493557	2098711400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235309/ERR235309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235309/ERR235309_2.fastq.gz
PRJEB634	SAMEA1712383	ERS188401	33693-sc-2012-11-09T12:24:06Z-1500337	ERX209815	ERR235310	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1441631	288326200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235310/ERR235310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235310/ERR235310_2.fastq.gz
PRJEB634	SAMEA1712365	ERS188402	33703-sc-2012-11-09T12:24:07Z-1500338	ERX209816	ERR235311	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1472000	294400000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235311/ERR235311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235311/ERR235311_2.fastq.gz
PRJEB634	SAMEA1712351	ERS188403	33713-sc-2012-11-09T12:24:08Z-1500339	ERX209817	ERR235312	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1446749	289349800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235312/ERR235312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235312/ERR235312_2.fastq.gz
PRJEB634	SAMEA1712342	ERS188404	33873-sc-2012-11-09T12:24:09Z-1500340	ERX209818	ERR235313	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1245351	249070200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235313/ERR235313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235313/ERR235313_2.fastq.gz
PRJEB634	SAMEA1712325	ERS188405	33893-sc-2012-11-09T12:24:10Z-1500341	ERX209819	ERR235314	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1103274	220654800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235314/ERR235314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235314/ERR235314_2.fastq.gz
PRJEB634	SAMEA1712306	ERS188406	33913-sc-2012-11-09T12:24:11Z-1500342	ERX209820	ERR235315	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	956357	191271400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235315/ERR235315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235315/ERR235315_2.fastq.gz
PRJEB634	SAMEA1712281	ERS188407	33923-sc-2012-11-09T12:24:12Z-1500343	ERX209821	ERR235316	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1033603	206720600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235316/ERR235316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235316/ERR235316_2.fastq.gz
PRJEB634	SAMEA1712270	ERS188408	33943-sc-2012-11-09T12:24:13Z-1500344	ERX209822	ERR235317	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	694768	138953600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235317/ERR235317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235317/ERR235317_2.fastq.gz
PRJEB634	SAMEA1712272	ERS188409	33993-sc-2012-11-09T12:24:13Z-1500345	ERX209823	ERR235318	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1244746	248949200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235318/ERR235318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235318/ERR235318_2.fastq.gz
PRJEB634	SAMEA1712224	ERS188410	34083-sc-2012-11-09T12:24:15Z-1500346	ERX209824	ERR235319	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	842341	168468200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235319/ERR235319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235319/ERR235319_2.fastq.gz
PRJEB634	SAMEA1712246	ERS188411	34173-sc-2012-11-09T12:24:16Z-1500347	ERX209825	ERR235320	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	752436	150487200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235320/ERR235320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235320/ERR235320_2.fastq.gz
PRJEB634	SAMEA1712266	ERS188412	34193-sc-2012-11-09T12:24:16Z-1500348	ERX209826	ERR235321	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	649568	129913600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235321/ERR235321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235321/ERR235321_2.fastq.gz
PRJEB634	SAMEA1712211	ERS188413	34223-sc-2012-11-09T12:24:17Z-1500349	ERX209827	ERR235322	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1821453	364290600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235322/ERR235322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235322/ERR235322_2.fastq.gz
PRJEB634	SAMEA1712216	ERS188414	34233-sc-2012-11-09T12:24:18Z-1500350	ERX209828	ERR235323	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1498303	299660600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235323/ERR235323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235323/ERR235323_2.fastq.gz
PRJEB634	SAMEA1712237	ERS188415	34243-sc-2012-11-09T12:24:19Z-1500351	ERX209829	ERR235324	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1590160	318032000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235324/ERR235324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235324/ERR235324_2.fastq.gz
PRJEB634	SAMEA1712324	ERS188416	34253-sc-2012-11-09T12:24:20Z-1500352	ERX209830	ERR235325	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2227154	445430800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235325/ERR235325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235325/ERR235325_2.fastq.gz
PRJEB634	SAMEA1712336	ERS188417	34393-sc-2012-11-09T12:24:21Z-1500353	ERX209831	ERR235326	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1989724	397944800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235326/ERR235326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235326/ERR235326_2.fastq.gz
PRJEB634	SAMEA1712284	ERS188418	34403-sc-2012-11-09T12:24:22Z-1500354	ERX209832	ERR235327	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2107823	421564600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235327/ERR235327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235327/ERR235327_2.fastq.gz
PRJEB634	SAMEA1712299	ERS188419	34413-sc-2012-11-09T12:24:23Z-1500355	ERX209833	ERR235328	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1109939	221987800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235328/ERR235328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235328/ERR235328_2.fastq.gz
PRJEB634	SAMEA1712389	ERS188420	34423-sc-2012-11-09T12:24:24Z-1500356	ERX209834	ERR235329	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	884403	176880600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235329/ERR235329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235329/ERR235329_2.fastq.gz
PRJEB634	SAMEA1712375	ERS188421	34443-sc-2012-11-09T12:24:25Z-1500357	ERX209835	ERR235330	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2655409	531081800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235330/ERR235330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235330/ERR235330_2.fastq.gz
PRJEB634	SAMEA1712364	ERS188422	34463-sc-2012-11-09T12:24:26Z-1500358	ERX209836	ERR235331	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	111981	22396200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235331/ERR235331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235331/ERR235331_2.fastq.gz
PRJEB634	SAMEA1712509	ERS188423	34483-sc-2012-11-09T12:24:27Z-1500359	ERX209837	ERR235332	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	965648	193129600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235332/ERR235332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235332/ERR235332_2.fastq.gz
PRJEB634	SAMEA1712484	ERS188424	34493-sc-2012-11-09T12:24:28Z-1500360	ERX209838	ERR235333	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	808216	161643200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235333/ERR235333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235333/ERR235333_2.fastq.gz
PRJEB634	SAMEA1712482	ERS188425	34503-sc-2012-11-09T12:24:29Z-1500361	ERX209839	ERR235334	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2213524	442704800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235334/ERR235334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235334/ERR235334_2.fastq.gz
PRJEB634	SAMEA1712459	ERS188426	34563-sc-2012-11-09T12:24:29Z-1500362	ERX209840	ERR235335	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	895053	179010600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235335/ERR235335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235335/ERR235335_2.fastq.gz
PRJEB634	SAMEA1712446	ERS188427	34683-sc-2012-11-09T12:24:30Z-1500363	ERX209841	ERR235336	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2207102	441420400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235336/ERR235336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235336/ERR235336_2.fastq.gz
PRJEB634	SAMEA1712210	ERS188428	34853-sc-2012-11-09T12:24:31Z-1500364	ERX209842	ERR235337	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2272941	454588200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235337/ERR235337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235337/ERR235337_2.fastq.gz
PRJEB634	SAMEA1712225	ERS188429	34863-sc-2012-11-09T12:24:32Z-1500365	ERX209843	ERR235338	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1640402	328080400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235338/ERR235338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235338/ERR235338_2.fastq.gz
PRJEB634	SAMEA1712262	ERS188430	34873-sc-2012-11-09T12:24:33Z-1500366	ERX209844	ERR235339	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1978044	395608800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235339/ERR235339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235339/ERR235339_2.fastq.gz
PRJEB634	SAMEA1712315	ERS188431	34893-sc-2012-11-09T12:24:34Z-1500367	ERX209845	ERR235340	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1256108	251221600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235340/ERR235340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235340/ERR235340_2.fastq.gz
PRJEB634	SAMEA1712282	ERS188432	34933-sc-2012-11-09T12:24:35Z-1500368	ERX209846	ERR235341	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1727695	345539000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235341/ERR235341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235341/ERR235341_2.fastq.gz
PRJEB634	SAMEA1712335	ERS188433	35163-sc-2012-11-09T12:24:36Z-1500369	ERX209847	ERR235342	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	883875	176775000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235342/ERR235342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235342/ERR235342_2.fastq.gz
PRJEB634	SAMEA1712320	ERS188434	35203-sc-2012-11-09T12:24:37Z-1500370	ERX209848	ERR235343	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	864095	172819000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235343/ERR235343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235343/ERR235343_2.fastq.gz
PRJEB634	SAMEA1712379	ERS188435	35213-sc-2012-11-09T12:24:38Z-1500371	ERX209849	ERR235344	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1081509	216301800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235344/ERR235344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235344/ERR235344_2.fastq.gz
PRJEB634	SAMEA1712372	ERS188436	35223-sc-2012-11-09T12:24:39Z-1500372	ERX209850	ERR235345	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	835878	167175600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235345/ERR235345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235345/ERR235345_2.fastq.gz
PRJEB634	SAMEA1712353	ERS188437	35263-sc-2012-11-09T12:24:40Z-1500373	ERX209851	ERR235346	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	795912	159182400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235346/ERR235346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235346/ERR235346_2.fastq.gz
PRJEB634	SAMEA1712421	ERS188438	35433-sc-2012-11-09T12:24:41Z-1500374	ERX209852	ERR235347	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	955439	191087800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235347/ERR235347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235347/ERR235347_2.fastq.gz
PRJEB634	SAMEA1712406	ERS188439	35443-sc-2012-11-09T12:24:42Z-1500375	ERX209853	ERR235348	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1832923	366584600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235348/ERR235348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235348/ERR235348_2.fastq.gz
PRJEB634	SAMEA1712442	ERS188440	35473-sc-2012-11-09T12:24:43Z-1500376	ERX209854	ERR235349	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	942544	188508800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235349/ERR235349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235349/ERR235349_2.fastq.gz
PRJEB634	SAMEA1712366	ERS188441	35563-sc-2012-11-09T12:24:44Z-1500377	ERX209855	ERR235350	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1644109	328821800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235350/ERR235350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235350/ERR235350_2.fastq.gz
PRJEB634	SAMEA1712380	ERS188442	36803-sc-2012-11-09T12:24:45Z-1500378	ERX209856	ERR235351	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1433021	286604200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235351/ERR235351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235351/ERR235351_2.fastq.gz
PRJEB634	SAMEA1712343	ERS188443	36723-sc-2012-11-09T12:24:45Z-1500379	ERX209857	ERR235352	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1135114	227022800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235352/ERR235352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235352/ERR235352_2.fastq.gz
PRJEB634	SAMEA1712322	ERS188444	36343-sc-2012-11-09T12:24:46Z-1500380	ERX209858	ERR235353	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1614086	322817200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235353/ERR235353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235353/ERR235353_2.fastq.gz
PRJEB634	SAMEA1712314	ERS188445	36313-sc-2012-11-09T12:24:47Z-1500381	ERX209859	ERR235354	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	764375	152875000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235354/ERR235354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235354/ERR235354_2.fastq.gz
PRJEB634	SAMEA1712298	ERS188446	36183-sc-2012-11-09T12:24:48Z-1500382	ERX209860	ERR235355	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	867008	173401600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235355/ERR235355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235355/ERR235355_2.fastq.gz
PRJEB634	SAMEA1712283	ERS188447	36173-sc-2012-11-09T12:24:49Z-1500383	ERX209861	ERR235356	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	1590374	318074800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235356/ERR235356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235356/ERR235356_2.fastq.gz
PRJEB634	SAMEA1712264	ERS188448	36163-sc-2012-11-09T12:24:50Z-1500384	ERX209862	ERR235357	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	841109	168221800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235357/ERR235357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235357/ERR235357_2.fastq.gz
PRJEB634	SAMEA1712242	ERS188449	36103-sc-2012-11-09T12:24:51Z-1500385	ERX209863	ERR235358	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	707517	141503400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235358/ERR235358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/ERR235358/ERR235358_2.fastq.gz
